"TipoOperador","Operador","Departamento","Localidad","Direccion","Telefono","Web","EMail",Longitud,Latitud
"Agencia de transportes","CODIREY S.A.","CANELONES","PASO CARRASCO","AEROPUERTO INTERNACIONAL DE CARRASCO","26040323","www.taxisaeropuerto.com","info@taxisaeropuerto.com",-10000.0,-10000.0
"Agencia de viajes Nueva","HOLLY BUS","MONTEVIDEO","MONTEVIDEO","CALLE HAITI, SOLAR 24, MANZANA 66","3139824","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","CODIREY S.A.","CANELONES","PASO CARRASCO","JUNCAL 1355 APARTAMENTO 1201, EDIFICIO TORRE MAYOR","26040323","www.taxisaeropuerto.com.uy","info@taxisaeropuerto.com",-10000.0,-10000.0
"Agencia de viajes Nueva","HUAR S.R.L.","MONTEVIDEO","MONTEVIDEO","LAFINUR 2046","099649133","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","M.NEYRA VIAJES","SAN JOSE","CAPURRO","RUTA 11 KILOMETRO 78","S/D","S/D","martinneyram@gmail.com",-10000.0,-10000.0
"Agencia de transportes","BRUN TURISMO SRL","MONTEVIDEO","MONTEVIDEO","WASHINGTON PEREZ 5072","099686444","www.sunsetsur.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","H & E","MONTEVIDEO","MONTEVIDEO","GARIBALDI 2432 BIS","099632681","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","STAR BUS","MONTEVIDEO","MONTEVIDEO","CAPURRO 765","099619574","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","EL KAMINANTE S.R.L","MONTEVIDEO","MONTEVIDEO","JULIO AMADEO ROLETTI 3274 APARTAMENTO 3","24815101","www.elkaminante.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","NEW TRAVEL","PAYSANDU","PAYSANDU","LEANDRO GOMEZ 966","47247938","S/D","alannavadian@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","ANCAMAR VIAJES","CANELONES","SANTA LUCIA","GENERAL MAXIMO TAJES 137","095921856","S/D","carlosgonzalezy8@gmail.com",-10000.0,-10000.0
"Agencia de transportes","SOMMA INTERNACIONAL","SALTO","SALTO","SARANDI 220","47320329","S/D","ofelia.sommainternacional@gmail.com",-10000.0,-10000.0
"Agencia de transportes","SOMMA INTERNACIONAL","SALTO","SALTO","AVENIDA BATLLE 2213","47320329","S/D","ofelia.sommainternacional@gmail.com",-10000.0,-10000.0
"Agencia de transportes","TRAVELQUEST","CANELONES","EL PINAR","25 DE AGOSTO S/N, SOLAR 1 MANZANA 99","26987729","S/D","alefabian009@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","EL MARAGATO TURISMO","MALDONADO","MALDONADO","AVENIDA JOSE BATLLE Y ORDOÑEZ S/N  ESQUINA FRANCISCO MALDONADO","42492380","www.elmaragatoturismo.com.uy","reservas@elmaragatoturismo.com.uy",-10000.0,-10000.0
"Agencia de transportes","SOMMA INTERNACIONAL","SALTO","SALTO","SARANDI 220","47320329","S/D","ofelia.sommainternacional@gmail.com",-10000.0,-10000.0
"Agencia de transportes","SOMMA INTERNACIONAL","SALTO","SALTO","SARANDI 220","47320329","S/D","ofelia.sommainternacional@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","EL MARAGATO TURISMO","MALDONADO","MALDONADO","TERMINAL DE OMNIBUS, LOCAL 7","42221673","S/D","reservas@elmaragatoturismo.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","AURELIO ALFONSO PATO","CANELONES","SOLYMAR","JORGE WILLIAMS S/N, MANZANA 79, SOLAR 3","26956179","S/D","ppereira@sybasociados.com.uy ; aurelioalfonsopato@gmail.com",-10000.0,-10000.0
"Agencia de transportes","CHEVIAL LTDA.","MONTEVIDEO","MONTEVIDEO","BOULEVARD ARTIGAS 1825 TERMINAL 3 CRUCES LOCAL B 24","24818260","S/D","sierrama@internet.com.uy",-10000.0,-10000.0
"Agencia de transportes","LUCIAN TRANSPORTE Y TURISMO","DURAZNO","DURAZNO","RUTA 5 KILOMETRO 182","43624388","www.lucian.com.uy","lucian@lucian.com.uy",-10000.0,-10000.0
"Agencia de transportes","EL OVEJA","MALDONADO","MALDONADO","SARANDI S/N","099810177","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","MARTIN BOGLIACINO TRANSPORTES LTDA.","COLONIA","COLONIA DEL SACRAMENTO","TREINTA Y TRES ORIENTALES 437","S/D","www.mbtransportes.com.uy","martinbogliacino@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","RUIMAR S.R.L.","CANELONES","SANTA LUCIA","ARTIGAS 416","43346717","S/D","ruimar@vera.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","EL MARAGATO TURISMO","MALDONADO","MALDONADO","TERMINAL DE OMNIBUS, LOCAL 7","42221673","S/D","reservas@elmaragatoturismo.com.uy",-10000.0,-10000.0
"Agencia de transportes","RUIMAR S.R.L.","CANELONES","SANTA LUCIA","JOSE GERVASIO ARTIGAS, TERMINAL DE OMNIBUS, LOCAL 4","S/D","S/D","ruimar@vera.com.uy",-10000.0,-10000.0
"Agencia de transportes","RUIMAR S.R.L.","CANELONES","SANTA LUCIA","JOSE GERVASIO ARTIGAS, TERMINAL DE OMNIBUS, LOCAL 4","S/D","S/D","ruimar@vera.com.uy",-10000.0,-10000.0
"Inmobiliaria","JUAN GOÑI NEGOCIOS INMOBILIARIOS","MALDONADO","MANANTIALES","CALLE MONTEVIDEO APARTAMENTO 14, MANZANA 49","42774844","S/D","juanegoni@gmail.com",-10000.0,-10000.0
"Agencia de transportes","CITA","MONTEVIDEO","MONTEVIDEO","ZAPICAN 2849","22035751","www.cita.com.uy","cita@cita.com.uy ; hocampo@cita.com.uy",-56.1662,-34.894
"Agencia de transportes","H & E","MONTEVIDEO","MONTEVIDEO","GARIBALDI 2432 BIS","099632681","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","MARCELO VIAJES","MALDONADO","MALDONADO","EDUARDO AMEZAGA S/N","42238895","www.marceloviajes.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","JORGE DANIELO TORIANI SEVERO","SALTO","SALTO","WASHINGTON BELTRAN 620","47336086","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","TRAVEL ROU","CANELONES","SANTA LUCIA","MIGUEL ESTEVEZ S/N","099332527","S/D","ppereira@sybasociados.com.uy ; gemifalsa@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","CODIREY S.A.","CANELONES","PASO CARRASCO","JUNCAL 1355 APARTAMENTO 1201, EDIFICIO TORRE MAYOR","26040323","www.taxisaeropuerto.com.uy","info@taxisaeropuerto.com",-10000.0,-10000.0
"Agencia de viajes Nueva","CODIREY S.A.","CANELONES","PASO CARRASCO","AEROPUERTO INTERNACIONAL DE CARRASCO","26040323","www.taxisaeropuerto.com","info@taxisaeropuerto.com",-10000.0,-10000.0
"Agencia de viajes Nueva","RODEL II S.R.L.","MONTEVIDEO","MONTEVIDEO","CAMINO DE LA HIGUERITA 2246","23127035","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","NORMA LILIAN SCALA AQUISTAPACHE Y JORGE SANUEL ACLAND GRILL","SORIANO","MERCEDES","MANUEL ORIBE 1200","45330653","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","NGR VIAJES","MONTEVIDEO","MONTEVIDEO","CAMINO DEL JEFE 2791 APARTAMENTO 2","096412447","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","SUEN VIAJES","MONTEVIDEO","MONTEVIDEO","GARZON 2060","23208260","www.suen.com.uy","suenturismo@gmail.com",-10000.0,-10000.0
"Agencia de transportes","ADRIAN JOSE DIAZ RABUÑAL","MONTEVIDEO","MONTEVIDEO","OLAZABAL 1116 APARTAMENTO 2","099707545","S/D","adrianjodiaz@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","RLA","CANELONES","NEPTUNIA","CALLE 7 S/N","43760892","S/D","rlauy@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","GRAN TURISMO","MONTEVIDEO","MONTEVIDEO","OLAZABAL 1116 APARTAMENTO 2","099707545","S/D","adrianjodiaz@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","NEW TRAVEL","PAYSANDU","PAYSANDU","LEANDRO GOMEZ 966","47247938","S/D","alannavadian@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","BULEVARD ARTIGAS 1655","24090999","www.turismar.com.uy","administracion@turismar.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","CROMIN S.A.","MONTEVIDEO","MONTEVIDEO","JUAN JACOBO ROUSSEAU 4405","25066060","www.crominsa.com","crominsa@vera.com.uy",-56.1354,-34.8648
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de transportes","JOTA TURISMO S.R.L.","RIVERA","RIVERA","URUGUAY 594","46231613","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","RODEL II S.R.L.","MONTEVIDEO","MONTEVIDEO","CAMINO DE LA HIGUERITA 2246","23127035","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","ALMA S.R.L.","MONTEVIDEO","MONTEVIDEO","PANDO 2310","096333012","S/D","ppereira@sybasociados.com.uy",-56.1861,-34.8836
"Agencia de transportes","ELGATUR","CERRO LARGO","FRAILE MUERTO","RICARDO ECHENIQUE 1117","46888192","S/D","elgartur@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","CAROLTUR","MONTEVIDEO","MONTEVIDEO","CAMINO VIDIELLA 5318","23202231","S/D","caroger49@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","COT  S.A.","MONTEVIDEO","MONTEVIDEO","RAMON CASTRIZ 2458","25060000","www.cot.com.uy","msilvera@cot.com.uy",-56.1303,-34.8685
"Agencia de viajes Nueva","ELGATUR","CERRO LARGO","FRAILE MUERTO","RICARDO ECHENIQUE 1117","46888192","S/D","elgartur@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","NUÑEZ TRANSPORTE Y TURISMO","CERRO LARGO","MELO","MANUELA LESTIDO S/N","25066054","www.nunezcynsa.com.uy","diegosilva@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","NORMA LILIAN SCALA AQUISTAPACHE Y JORGE SANUEL ACLAND GRILL","SORIANO","MERCEDES","MANUEL ORIBE 1200","45330653","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","INFINITO VIAJES","COLONIA","COLONIA DEL SACRAMENTO","LAVALLEJA 155","S/D","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","AMEC","MONTEVIDEO","MONTEVIDEO","BULEVARD ARTIGAS 1962","24801212","www.amec.uy","gerenciageneral@amec.com.uy",-10000.0,-10000.0
"Agencia de transportes","COTEC","ROCHA","ROCHA","25 DE MAYO ESQUINA  JULIAN GRAÑA","099379663","S/D","ppereira@sybasociados.com.uy ; yuyocotec@hotmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","TURISMAR","MONTEVIDEO","MONTEVIDEO","AVENIDA ARTIGAS S/N","43154547","www.turismar.com.uy","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","INFINITO VIAJES","COLONIA","COLONIA DEL SACRAMENTO","ALBERTO SCHUSTER 1248","45346690","www.infinitoviajes.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","SIERRATUR","LAVALLEJA","MINAS","TERMINAL DE OMNIBUS, LOCAL 005","44422405","www.sierratur.com","sierratur@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","MARTIN BOGLIACINO TRANSPORTES LTDA.","COLONIA","COLONIA DEL SACRAMENTO","TREINTA Y TRES ORIENTALES 437","S/D","www.mbtransportes.com.uy","martinbogliacino@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","FILIBEL SRL","MONTEVIDEO","MONTEVIDEO","MARTIN BERINDUAGUE 380","099523537","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","TURISMO DEL SUR S.R.L.","MONTEVIDEO","MONTEVIDEO","ISOLICA 6267","23229007","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GEMIFAL","CANELONES","LOS CERRILLOS","MIGUEL ESTEVEZ S/N","099332527","S/D","ppereira@sybasociados.com.uy ; gemifalsa@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","MALYTOURS VIAJES","MONTEVIDEO","MONTEVIDEO","PASAJE A 1725, ESQUINA IDEARIO ARTIGUISTA","23123778","S/D","silvanaguarise@live.com",-10000.0,-10000.0
"Agencia de transportes","MARIA JOSE MARTINEZ MACHADO","MALDONADO","MALDONADO","LOS GLADIOLOS S/N ESQUINA  LIRIOS","S/D","S/D","gianalalo@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","MALYTOURS VIAJES","MONTEVIDEO","MONTEVIDEO","MALAGA S/N, ESQUINA SEVILLA, MANZANA 1870, PADRON 17480","S/D","S/D","silvanaguarise@live.com",-10000.0,-10000.0
"Agencia de transportes","COMPAÑIA DEL ESTE","CANELONES","LAS PIEDRAS","JOSE PEDRO VARELA 643","23646034","www.codeleste.com","info@codeleste.com",-10000.0,-10000.0
"Agencia de viajes Nueva","EMPRESA ALONSO S.R.L.","PAYSANDU","PAYSANDU","ZORRILLA DE SAN MARTIN 630","47224318","S/D","jorgealfaro@grupovittori.com.uy ; marcelopiazzoli@grupovittori.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","URUGUAY ACCESIBLE TRAVEL","MONTEVIDEO","MONTEVIDEO","EMILIO RAÑA 3073","24806016","S/D","rubenhauret@vera.com.uy",-10000.0,-10000.0
"Agencia de transportes","TUR ESTE S.R.L","TREINTA Y TRES","TREINTA Y TRES","PABLO ZUFRIATEGUI 209","44523516","S/D","S/D",-10000.0,-10000.0
"Agencia de transportes","ALENAT SRL","TACUAREMBO","TACUAREMBO","DR. CARLOS BERRUTTI 594","099400855","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","BRUNO","FLORIDA","FLORIDA","JOSE BATLLE Y ORDOÑEZ S/N ESQUINA LUIS ALBERTO DE HERRERA,","24090999","www.empresabruno.com.uy","administracion@empresabruno.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","RUTAS DEL SOL LTDA.","MONTEVIDEO","MONTEVIDEO","JUAN JACOBO ROUSSEAU 4405","25066060","www.rutasdelsol.com.uy","rutasdelsol@vera.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","NEW WAY","MONTEVIDEO","MONTEVIDEO","JUAN JACOBO ROUSSEAU 4389","098293489","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","BRUNO","FLORIDA","FLORIDA","TREINTA Y TRES S/N ESQUINA WILLIMAN","44435215","S/D","administracion@empresabruno.com.uy",-10000.0,-10000.0
"Agencia de transportes","BRUNO","FLORIDA","FLORIDA","TREINTA Y TRES S/N ESQUINA WILLIMAN","44435215","S/D","administracion@empresabruno.com.uy",-10000.0,-10000.0
"Agencia de transportes","LB TOUR","MONTEVIDEO","MONTEVIDEO","PLAZA DE CAGANCHA 1387, LOCAL 307","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","LB TOUR","MONTEVIDEO","MONTEVIDEO","CARLOS QUIJANO 1333 APARTAMENTO 905","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GUSTATUR","MONTEVIDEO","MONTEVIDEO","DOCTOR MIGUEL A. PAEZ FORMOSO 5457","23201988","S/D","gustatur@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","ALBA MARGARITA GOMEZ VILLALBA","FLORES","TRINIDAD","MANUEL ORIBE 571","099357505","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","TECEGAL S.A.","FLORES","TRINIDAD","MANUEL IRAZABAL 459","43642258","www.etchandy.wix.com/etchandy","etchandyplaceres@gmail.com",-10000.0,-10000.0
"Agencia de transportes","LB TOUR","MONTEVIDEO","MONTEVIDEO","PLAZA DE CAGANCHA 1387, LOCAL 307","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","LB TOUR","MONTEVIDEO","MONTEVIDEO","PLAZA DE CAGANCHA 1387, LOCAL 307","25070765","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","EDUARDO DAMIAN HERNANDEZ ALFONSO","COLONIA","NUEVA HELVECIA","CARLOS CUNIER 1019","45544625","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","MEGATOUR","COLONIA","COLONIA DEL SACRAMENTO","AVENIDA ARTIGAS  508","45228802","www.megatourviajes.com","reservasmegatour@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","MEGATOUR","COLONIA","COLONIA DEL SACRAMENTO","ARTIGAS 586","45228802","www.megatourviajes.com","reservasmegatour@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","VITTORI LTDA.","RIO NEGRO","YOUNG","MONTEVIDEO 3201","S/D","S/D","jorgealfaro@grupovittori.com.uy ; marcelopiazzoli@grupovittori.com.uy",-10000.0,-10000.0
"Agencia de transportes","JUVER VIAJES","ROCHA","CASTILLOS","VILLASUSO 1239","44757395","S/D","administracion@estudiolasa.com.uy",-10000.0,-10000.0
"Agencia de transportes","DIMARTOUR","LAVALLEJA","MINAS","JUAN JOSE MOROSOLI 481","44444136","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","EXCURSIONES HUGO","CANELONES","SANTA ROSA","AVENIDA BERRETA S/N ENTRE 18 DE JULIO Y LAVALLEJA","43133153","S/D","hugoluzardotur@hotmail.com",-10000.0,-10000.0
"Agencia de transportes","WAY UNION S.R.L.","MONTEVIDEO","MONTEVIDEO","PANDO 2310","094431490","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","MEGATOUR","COLONIA","COLONIA DEL SACRAMENTO","ARTIGAS 586","45228802","www.megatourviajes.com","reservasmegatour@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","VITTORI LTDA.","RIO NEGRO","YOUNG","JUAN ZORRILLA DE SAN MARTIN, LOCAL 12 TERMINAL","47225028","www.grupovittori.com.uy","jorgealfaro@grupovittori.com.uy ; marcelopiazzoli@grupovittori.com.uy",-10000.0,-10000.0
"Agencia de transportes","WAY UNION S.R.L.","MONTEVIDEO","MONTEVIDEO","ISOLICA 6267","23229007","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","2 SANSUEÑA","CANELONES","CIUDAD DE LA COSTA","CALLE I SOLAR 3 MANZANA 78","26820380","www.sansueña.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CORALTUR","CANELONES","SANTA ROSA","BALTAZAR BRUM S/N","099003542","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","BIDEGAIN VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","VERA 2687","22099744","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","CARLOS SEBASTIAN ETCHANDY ORTIZ","FLORES","TRINIDAD","MANUEL IRAZABAL 459","43642258","www.etchandy.wix.com/etchandy","etchandyplaceres@gmail.com",-10000.0,-10000.0
"Agencia de transportes","JORGE DANIELO TORIANI SEVERO","SALTO","SALTO","WASHINGTON BELTRAN 620","47336086","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","NOVO TURISMO","MALDONADO","MALDONADO","SACRAMENTO S/N, BALNEARIO LA PASTORA PARADA 2 1/2 CASI CHARRUA","42493154","www.novoturismo.com.uy","info@novoturismo.com.uy",-10000.0,-10000.0
"Agencia de transportes","2 SANSUEÑA","CANELONES","CIUDAD DE LA COSTA","JULIA AREVALO 4624","099128282","www.sansueña.com","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","CORALTUR","CANELONES","SANTA ROSA","WILSON FERREIRA ALDUNATE 1211","22921854","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","BIDEGAIN VIAJES Y TURISMO","MONTEVIDEO","MONTEVIDEO","ISOLICA 6267","23229007","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","NOVO TURISMO","MALDONADO","MALDONADO","SACRAMENTO CASI CHARRUA, PARADA 2 Y 1/2","42496554","www.novoturismo.com","info@novoturismo.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","TRAVELQUEST","CANELONES","EL PINAR","25 DE AGOSTO S/N, SOLAR 1 MANZANA 99","26987729","S/D","alefabian009@gmail.com",-10000.0,-10000.0
"Agencia de viajes Nueva","OTRO MUNDO","MONTEVIDEO","MONTEVIDEO","CAMINO SANGUINETTO 4835","099666046","S/D","reservasotromundo@gmail.com",-10000.0,-10000.0
"Agencia de transportes","BARBEYTOUR","CANELONES","SANTA ROSA","RUTA 11 KILOMETRO 114","099106374","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","PEDROTOUR","CANELONES","LAS PIEDRAS","LEANDRO GOMEZ 445","099195107","S/D","yare@adinet.com.uy ;   pedrotour@adinet.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GRINGO TOUR","CANELONES","SAN JOSE DE CARRASCO","LOS CEIBOS S/N, MANZANA 81, SOLAR 11","26823321","S/D","gringotour@hotmail.com",-10000.0,-10000.0
"Inmobiliaria","JUAN PUPPO NEGOCIOS INMOBILIARIOS","COLONIA","COLONIA DEL SACRAMENTO","GENERAL FLORES 317","099521669","www.inmobiliariajuanpuppo.com","S/D",-57.8479,-34.4706
"Inmobiliaria","INMOBILIARIA SOLIS GRANDE","MALDONADO","BALNEARIO SOLIS","AV. BARREIRA S/N ESQUINA CORONILLA","44381345","www.chasque.net/inmo","S/D",-55.382513,-34.791021
"Inmobiliaria","GRACIELA LAURA DIAZ RECUERO","MALDONADO","PUNTA DEL ESTE","RAMBLA LORENZO BATLLE PACHECO, EDIFICIO TORRE CRISTAL, PARADA 3","094427838","S/D","S/D",-10000.0,-10000.0
"Inmobiliaria","TIERRA MIA INMOBILIARIA","COLONIA","COLONIA VALDENSE","AVENIDA DANIEL ARMAND UGON 1037","45589796","S/D","S/D",-10000.0,-10000.0
"Agencia de viajes Nueva","OTRO MUNDO","MONTEVIDEO","MONTEVIDEO","19 DE ABRIL 1691","099666046","www.viviotromundo.com","reservasotromundo@gmail.com",-10000.0,-10000.0
"Alojamientos Turísticos","POSADA DEL VIRREY","COLONIA","COLONIA DEL SACRAMENTO","ESPAÑA 217","45222223","www.posadadelvirrey.com","S/D",-57.852,-34.4696
"Alojamientos Turísticos","27 SUITES","MONTEVIDEO","MONTEVIDEO","JUAN MARIA PEREZ 2957","27112929","27suites.com","manager@27suites.com",-10000.0,-10000.0
"Inmobiliaria","VARELA INMOBILIARIA SRL","MONTEVIDEO","MONTEVIDEO","COLONIA 1577","24029849","www.sigaloavarela.com","S/D",-10000.0,-10000.0
"Agencia de transportes","CELFRA TURISMO","COLONIA","ROSARIO","RINCON S/N ESQUINA TREINTA Y TRES","45522726","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","DIMARTOUR","LAVALLEJA","MINAS","JUAN JOSE MOROSOLI 481","44444136","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","CELFRA TURISMO","COLONIA","ROSARIO","FRAU VOGEL 975","S/D","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","SUR EXPRESS - AHRE","MONTEVIDEO","MONTEVIDEO","18 DE JULIO 1263 APARTAMENTO 101","29034512","www.surexpress.com.uy","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","RUTAS DEL SOL LTDA.","MONTEVIDEO","MONTEVIDEO","JUAN JACOBO ROUSSEAU 4405","25066060","www.rutasdelsol.com.uy","rutasdelsol@vera.com.uy",-10000.0,-10000.0
"Agencia de transportes","ONDA MARINA S.R.L","RIVERA","RIVERA","MONSEÑOR JACINTO VERA 1261","099830749","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de viajes Nueva","GONZA - TOUR","ROCHA","ROCHA","JOSE BATLLE Y ORDOÑEZ 317","44725627","S/D","ppereira@sybasociados.com.uy",-10000.0,-10000.0
"Agencia de transportes","BERRUTTI S.R.L","COLONIA","NUEVA PALMIRA","GENERAL ARTIGAS 1193","45446181","S/D","berruttiturismo@internet.com.uy",-10000.0,-10000.0
